BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
Place tortilla on cutting board|Error_Correction|Discard tortilla and place a new one
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Use knife to scoop peanut butter|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
Spread peanut butter onto tortilla|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Pour sugar onto tortilla|Error_Addition|Pour sugar onto tortilla
Pour sugar onto tortilla|Error_Addition|Pour sugar onto tortilla
Pour sugar onto tortilla|Error_Addition|Pour sugar onto tortilla
Pour sugar onto tortilla|Error_Addition|Pour sugar onto tortilla
